code,language,safety,Unnamed: 3,Unnamed: 4,Unnamed: 5
"else if (!(   endbrace == RExC_parse	/* nothing between the {} */

               || memBEGINs(RExC_parse,   /* U+ (bad hex is checked below

                                                   for a  better error msg) */

                                  (STRLEN) (RExC_end - RExC_parse),

                                 ""U+"")))

    {

	RExC_parse = endbrace;	/* position msg's '<--HERE' */

	vFAIL(""\\N{NAME} must be resolved by the lexer"");

    }",c,vulnerable,,,
"No errors in the first pass (See [perl

                            * #122671].)  We let the code below find the

                            * errors when there are multiple chars. */

                       | ((SIZE_ONLY)

                          ? PERL_SCAN_SILENT_ILLDIGIT

                          : 0);



        /* This routine is the one place where both single- and double-quotish

         * \N{U+xxxx} are evaluated.  The value is a Unicode code point which

         * must be converted to native. */

	*code_point_p = UNI_TO_NATIVE(grok_hex(RExC_parse,

                                               &length_of_hex,

                                               &grok_hex_flags,

                                               NULL));



	/* The tokenizer should have guaranteed validity, but it's possible to

         * bypass it by using single quoting, so check.  Don't do the check

         * here when there are multiple chars; we do it below anyway. */

        if (length_of_hex == 0

            || length_of_hex != (STRLEN)(endchar - RExC_parse) )

        {

            RExC_parse += length_of_hex;	/* Includes all the valid */

            RExC_parse += (RExC_orig_utf8)	/* point to after 1st invalid */

                            ? UTF8SKIP(RExC_parse)

                            : 1;

            /* Guard against malformed utf8 */

            if (RExC_parse >= endchar) {

                RExC_parse = endchar;

            }

            vFAIL(""Invalid hexadecimal number in \\N{U+...}"");

        }",c,vulnerable,,,
"t backup up the pointer if the caller wants to know how many

         * code points there are (they can then handle things) */

        if (! node_p) {

            if (! cp_count) {

                RExC_parse = p;

            }

            return FALSE;

        }",c,vulnerable,,,
"endif

        SvREFCNT_dec_NN(substitute_parse);



        if (! *node_p) {

            if (flags & (RESTART_PASS1|NEED_UTF8)) {

                *flagp = flags & (RESTART_PASS1|NEED_UTF8);

                return FALSE;

            }

            FAIL2(""panic: reg returned NULL to grok_bslash_N, flags=%#"" UVxf,

                (UV) flags);

        }",c,vulnerable,,,
"PERL_STATIC_INLINE U8

S_compute_EXACTish(RExC_state_t *pRExC_state)

{

    U8 op;



    PERL_ARGS_ASSERT_COMPUTE_EXACTISH;



    if (! FOLD) {

        return (LOC)

                ? EXACTL

                : EXACT;

    }



    op = get_regex_charset(RExC_flags);

    if (op >= REGEX_ASCII_RESTRICTED_CHARSET) {

        op--; /* /a is same as /u, and map /aa's offset to what /a's would have

                 been, so there is no hole */

    }



    return op + EXACTF;

}",c,vulnerable,,,
"PERL_STATIC_INLINE void

S_alloc_maybe_populate_EXACT(pTHX_ RExC_state_t *pRExC_state,

                         regnode *node, I32* flagp, STRLEN len, UV code_point,

                         bool downgradable)

{

    /* This knows the details about sizing an EXACTish node, setting flags for

     * it (by setting <*flagp>, and potentially populating it with a single

     * character.

     *

     * If <len> (the length in bytes) is non-zero, this function assumes that

     * the node has already been populated, and just does the sizing.  In this

     * case <code_point> should be the final code point that has already been

     * placed into the node.  This value will be ignored except that under some

     * circumstances <*flagp> is set based on it.

     *

     * If <len> is zero, the function assumes that the node is to contain only

     * the single character given by <code_point> and calculates what <len>

     * should be.  In pass 1, it sizes the node appropriately.  In pass 2, it

     * additionally will populate the node's STRING with <code_point> or its

     * fold if folding.

     *

     * In both cases <*flagp> is appropriately set

     *

     * It knows that under FOLD, the Latin Sharp S and UTF characters above

     * 255, must be folded (the former only when the rules indicate it can

     * match 'ss')

     *

     * When it does the populating, it looks at the flag 'downgradable'.  If

     * true with a node that folds, it checks if the single code point

     * participates in a fold, and if not downgrades the node to an EXACT.

     * This helps the optimizer */



    bool len_passed_in = cBOOL(len != 0);

    U8 character[UTF8_MAXBYTES_CASE+1];



    PERL_ARGS_ASSERT_ALLOC_MAYBE_POPULATE_EXACT;



    /* Don't bother to check for downgrading in PASS1, as it doesn't make any

     * sizing difference, and is extra work that is thrown away */

    if (downgradable && ! PASS2) {

        downgradable = FALSE;

    }",c,vulnerable,,,
"else if (FOLD && (! LOC

                              || ! is_PROBLEMATIC_LOCALE_FOLD_cp(code_point)))

            {   /* Folding, and ok to do so now */

                UV folded = _to_uni_fold_flags(

                                   code_point,

                                   character,

                                   &len,

                                   FOLD_FLAGS_FULL | ((ASCII_FOLD_RESTRICTED)

                                                      ? FOLD_FLAGS_NOMIX_ASCII

                                                      : 0));

                if (downgradable

                    && folded == code_point /* This quickly rules out many

                                               cases, avoiding the

                                               _invlist_contains_cp() overhead

                                               for those.  */

                    && ! _invlist_contains_cp(PL_utf8_foldable, code_point))

                {

                    OP(node) = (LOC)

                               ? EXACTL

                               : EXACT;

                }

            }",c,vulnerable,,,
"else if (code_point <= MAX_UTF8_TWO_BYTE) {



                /* Not folding this cp, and can output it directly */

                *character = UTF8_TWO_BYTE_HI(code_point);

                *(character + 1) = UTF8_TWO_BYTE_LO(code_point);

                len = 2;

            }",c,vulnerable,,,
"else if (! FOLD) {

            *character = (U8) code_point;

            len = 1;

        }",c,vulnerable,,,
"else if (LIKELY(code_point != LATIN_SMALL_LETTER_SHARP_S)) {

#else

        else if (1) {

#endif

            /* We don't fold any non-UTF8 except possibly the Sharp s  (see

             * comments at join_exact()); */

            *character = (U8) code_point;

            len = 1;



            /* Can turn into an EXACT node if we know the fold at compile time,

             * and it folds to itself and doesn't particpate in other folds */

            if (downgradable

                && ! LOC

                && PL_fold_latin1[code_point] == code_point

                && (! HAS_NONLATIN1_FOLD_CLOSURE(code_point)

                    || (isASCII(code_point) && ASCII_FOLD_RESTRICTED)))

            {

                OP(node) = EXACT;

            }

        }",c,vulnerable,,,
"else if (AT_LEAST_UNI_SEMANTICS && ! ASCII_FOLD_RESTRICTED) {

            *character = 's';

            *(character + 1) = 's';

            len = 2;

        }",c,vulnerable,,,
"STATIC bool

S_new_regcurly(const char *s, const char *e)

{

    /* This is a temporary function designed to match the most lenient form of

     * a {m,n} quantifier we ever envision, with either number omitted, and

     * spaces anywhere between/before/after them.

     *

     * If this function fails, then the string it matches is very unlikely to

     * ever be considered a valid quantifier, so we can allow the '{' that

     * begins it to be considered as a literal */



    bool has_min = FALSE;

    bool has_max = FALSE;



    PERL_ARGS_ASSERT_NEW_REGCURLY;



    if (s >= e || *s++ != '{')

	return FALSE;



    while (s < e && isSPACE(*s)) {

        s++;

    }",c,vulnerable,,,
"in which case return I32_MAX (rather than possibly 32-bit wrapping) */



static I32

S_backref_value(char *p)

{

    const char* endptr;

    UV val;

    if (grok_atoUV(p, &val, &endptr) && val <= I32_MAX)

        return (I32)val;

    return I32_MAX;

}",c,vulnerable,,,
"such as

   to handle a () structure.



   If the string doesn't start with something special then we gobble up

   as much literal text as we can.  If we encounter a quantifier, we have to

   back off the final literal character, as that quantifier applies to just it

   and not to the whole string of literals.



   Once we have been able to handle whatever type of thing started the

   sequence, we return.



   Note: we have to be careful with escapes, as they can be both literal

   and special, and in the case of \10 and friends, context determines which.



   A summary of the code structure is:



   switch (first_byte) {

	cases for each special:

	    handle this special;

	    break;

	case '\\':

	    switch (2nd byte) {

		cases for each unambiguous special:

		    handle this special;

		    break;

		cases for each ambigous special/literal:

		    disambiguate;

		    if (special)  handle here

		    else goto defchar;

		default: // unambiguously literal:

		    goto defchar;

	    }",c,vulnerable,,,
"setting *flagp to TRYAGAIN if reg() returns NULL with

   TRYAGAIN.

   Returns NULL, setting *flagp to RESTART_PASS1 if the sizing scan needs to be

   restarted, or'd with NEED_UTF8 if the pattern needs to be upgraded to UTF-8

   Otherwise does not return NULL.

*/



STATIC regnode *

S_regatom(pTHX_ RExC_state_t *pRExC_state, I32 *flagp, U32 depth)

{

    regnode *ret = NULL;

    I32 flags = 0;

    char *parse_start;

    U8 op;

    int invert = 0;

    U8 arg;



    GET_RE_DEBUG_FLAGS_DECL;



    *flagp = WORST;		/* Tentatively. */



    DEBUG_PARSE(""atom"");



    PERL_ARGS_ASSERT_REGATOM;



  tryagain:

    parse_start = RExC_parse;

    assert(RExC_parse < RExC_end);

    switch ((U8)*RExC_parse) {

    case '^':

	RExC_seen_zerolen++;

	nextchar(pRExC_state);

	if (RExC_flags & RXf_PMf_MULTILINE)

	    ret = reg_node(pRExC_state, MBOL);

	else

	    ret = reg_node(pRExC_state, SBOL);

        Set_Node_Length(ret, 1); /* MJD */

	break;

    case '$':

	nextchar(pRExC_state);

	if (*RExC_parse)

	    RExC_seen_zerolen++;

	if (RExC_flags & RXf_PMf_MULTILINE)

	    ret = reg_node(pRExC_state, MEOL);

	else

	    ret = reg_node(pRExC_state, SEOL);

        Set_Node_Length(ret, 1); /* MJD */

	break;

    case '.':

	nextchar(pRExC_state);

	if (RExC_flags & RXf_PMf_SINGLELINE)

	    ret = reg_node(pRExC_state, SANY);

	else

	    ret = reg_node(pRExC_state, REG_ANY);

	*flagp |= HASWIDTH|SIMPLE;

	MARK_NAUGHTY(1);

        Set_Node_Length(ret, 1); /* MJD */

	break;

    case '[':

    {

	char * const oregcomp_parse = ++RExC_parse;

        ret = regclass(pRExC_state, flagp,depth+1,

                       FALSE, /* means parse the whole char class */

                       TRUE, /* allow multi-char folds */

                       FALSE, /* don't silence non-portable warnings. */

                       (bool) RExC_strict,

                       TRUE, /* Allow an optimized regnode result */

                       NULL,

                       NULL);

        if (ret == NULL) {

            if (*flagp & (RESTART_PASS1|NEED_UTF8))

                return NULL;

            FAIL2(""panic: regclass returned NULL to regatom, flags=%#"" UVxf,

                  (UV) *flagp);

        }",c,vulnerable,,,
